Electronics,Programming,Database,Data Science,Mathematics,DSA,Student Name
40,42,74,20,13,67,Student5033
94,47,2,41,22,82,Student5034
26,40,79,51,9,72,Student5035
15,98,3,19,48,19,Student5036
70,33,79,3,1,97,Student5037
64,33,24,3,74,82,Student5038
86,59,46,6,92,82,Student5039
95,83,93,11,21,8,Student5040
26,14,30,51,23,31,Student5041
68,31,89,78,39,52,Student5042
98,64,97,32,25,61,Student5043
26,96,12,90,31,49,Student5044
47,9,19,82,92,41,Student5045
13,67,48,42,90,20,Student5046
33,64,92,9,49,99,Student5047
26,68,63,1,53,65,Student5048
22,1,32,82,99,63,Student5049
47,96,38,7,85,61,Student5050
52,62,72,19,77,60,Student5051
67,69,56,75,74,41,Student5052
93,94,66,51,74,14,Student5053
98,54,82,54,85,91,Student5054
91,29,85,60,86,100,Student5055
100,72,65,72,73,12,Student5056
48,0,43,91,26,73,Student5057
75,6,21,59,98,32,Student5058
93,61,13,47,40,9,Student5059
7,37,45,25,50,21,Student5060
8,31,99,82,12,79,Student5061
60,49,89,52,63,18,Student5062
19,45,31,42,48,81,Student5063
89,66,87,3,12,36,Student5064
12,25,47,17,60,33,Student5065
62,42,29,10,44,58,Student5066
29,74,89,76,75,93,Student5067
58,100,23,10,70,57,Student5068
97,69,65,70,10,57,Student5069
75,90,41,90,9,18,Student5070
60,99,72,25,94,6,Student5071
74,23,7,92,40,58,Student5072
23,19,19,97,59,89,Student5073
9,86,41,89,34,88,Student5074
25,3,8,78,98,32,Student5075
44,65,6,62,50,4,Student5076
46,45,89,27,20,24,Student5077
64,100,40,31,55,50,Student5078
59,77,18,93,38,18,Student5079
77,81,55,21,99,27,Student5080
0,60,94,84,91,84,Student5081
2,33,87,80,74,27,Student5082
98,22,26,65,13,73,Student5083
86,7,52,91,45,78,Student5084
27,59,84,7,2,30,Student5085
59,1,75,61,40,22,Student5086
0,40,54,58,44,6,Student5087
5,50,26,37,95,9,Student5088
68,34,39,71,80,34,Student5089
25,45,82,70,44,28,Student5090
18,80,14,15,49,28,Student5091
60,55,65,46,16,11,Student5092
31,8,11,2,8,17,Student5093
65,80,98,89,55,41,Student5094
93,24,35,0,25,64,Student5095
41,90,75,21,39,30,Student5096
45,28,88,21,52,59,Student5097
50,94,10,61,95,45,Student5098
49,80,79,44,77,44,Student5099
40,21,6,27,1,11,Student5100
91,9,46,6,78,12,Student5101
34,94,12,29,42,65,Student5102
86,50,60,88,57,62,Student5103
72,36,82,75,22,43,Student5104
69,33,86,73,1,95,Student5105
20,92,68,96,80,50,Student5106
57,75,61,30,19,42,Student5107
55,63,100,88,5,67,Student5108
87,22,81,57,15,68,Student5109
26,69,19,51,26,13,Student5110
65,10,28,4,53,93,Student5111
55,14,43,15,60,71,Student5112
39,44,34,15,19,37,Student5113
49,46,73,88,36,26,Student5114
63,6,71,56,26,46,Student5115
11,24,21,91,74,36,Student5116
87,92,58,96,86,58,Student5117
40,95,23,83,42,65,Student5118
18,47,57,53,39,67,Student5119
99,32,55,100,14,88,Student5120
57,85,72,82,8,81,Student5121
73,33,26,38,82,71,Student5122
92,17,0,10,10,78,Student5123
70,8,32,92,68,72,Student5124
87,66,70,70,34,92,Student5125
79,99,53,12,63,22,Student5126
97,49,54,73,8,75,Student5127
61,74,74,41,7,53,Student5128
36,45,0,33,81,34,Student5129
41,41,56,87,80,31,Student5130
47,33,22,36,47,70,Student5131
1,60,39,100,95,26,Student5132
54,86,80,23,88,27,Student5133
64,87,82,3,57,92,Student5134
82,19,26,36,13,87,Student5135
76,44,58,22,73,92,Student5136
55,98,11,45,29,73,Student5137
12,99,90,75,22,22,Student5138
59,30,35,84,69,62,Student5139
82,19,4,2,85,69,Student5140
32,13,71,17,85,57,Student5141
61,33,11,47,53,74,Student5142
12,25,49,76,8,52,Student5143
91,92,96,54,55,63,Student5144
64,50,2,12,94,60,Student5145
87,0,69,86,66,12,Student5146
42,64,68,18,99,20,Student5147
7,80,19,97,54,23,Student5148
29,12,85,71,90,97,Student5149
88,51,5,55,97,88,Student5150
61,68,52,81,77,13,Student5151
100,23,6,73,100,88,Student5152
93,97,42,78,75,45,Student5153
92,21,37,45,81,37,Student5154
30,95,98,70,52,11,Student5155
72,4,85,26,47,43,Student5156
86,77,69,85,62,92,Student5157
74,94,8,16,43,18,Student5158
27,34,45,89,90,81,Student5159
44,13,88,23,68,25,Student5160
97,31,82,45,7,45,Student5161
61,9,76,31,19,21,Student5162
75,67,18,47,55,76,Student5163
82,3,3,12,78,87,Student5164
84,40,10,18,88,15,Student5165
21,26,16,54,12,41,Student5166
82,68,45,82,52,52,Student5167
24,71,41,13,90,35,Student5168
76,94,50,57,66,96,Student5169
40,84,29,16,79,18,Student5170
87,23,79,34,24,7,Student5171
16,100,28,29,91,3,Student5172
50,62,88,27,5,37,Student5173
84,88,17,58,43,34,Student5174
59,66,44,91,96,44,Student5175
79,62,26,83,15,19,Student5176
82,91,25,97,59,87,Student5177
12,65,13,10,3,81,Student5178
29,85,18,54,1,5,Student5179
50,54,63,36,96,70,Student5180
89,30,61,38,16,80,Student5181
61,78,26,37,95,85,Student5182
84,54,77,42,18,56,Student5183
3,78,82,19,18,41,Student5184
94,93,9,30,66,86,Student5185
21,34,9,33,14,83,Student5186
18,13,63,77,45,68,Student5187
2,76,1,46,11,77,Student5188
81,1,8,97,62,15,Student5189
54,42,97,68,66,10,Student5190
10,75,66,55,13,1,Student5191
27,20,63,0,86,71,Student5192
47,17,31,65,71,23,Student5193
19,40,53,41,92,78,Student5194
86,48,42,29,94,72,Student5195
30,25,95,78,100,9,Student5196
99,24,94,4,54,56,Student5197
86,27,58,36,75,19,Student5198
9,79,15,76,20,85,Student5199
90,26,77,34,70,26,Student5200
80,74,26,62,18,69,Student5201
58,97,3,86,36,43,Student5202
80,91,41,3,27,94,Student5203
53,63,50,64,19,95,Student5204
65,89,25,99,59,85,Student5205
82,96,4,34,94,0,Student5206
16,27,89,61,87,4,Student5207
7,8,83,51,56,8,Student5208
70,27,61,5,17,55,Student5209
4,0,51,68,78,72,Student5210
25,47,18,87,54,45,Student5211
65,95,76,0,59,22,Student5212
94,11,61,44,88,75,Student5213
82,22,20,44,76,9,Student5214
21,28,96,28,75,90,Student5215
34,52,60,71,10,63,Student5216
44,8,44,85,96,68,Student5217
30,92,38,47,62,72,Student5218
2,94,19,77,70,11,Student5219
61,11,1,50,57,23,Student5220
49,90,60,75,91,32,Student5221
7,69,22,74,97,30,Student5222
84,95,18,41,80,84,Student5223
17,51,14,58,34,4,Student5224
11,0,85,79,74,83,Student5225
42,42,99,80,23,95,Student5226
8,12,38,20,86,58,Student5227
74,26,38,77,80,96,Student5228
9,63,77,9,35,81,Student5229
16,68,83,77,99,80,Student5230
61,11,82,30,54,100,Student5231
31,56,79,83,26,24,Student5232
44,7,42,9,33,54,Student5233
2,53,55,60,42,69,Student5234
98,69,67,9,94,27,Student5235
9,13,80,36,11,40,Student5236
60,85,71,4,99,17,Student5237
63,70,97,98,21,36,Student5238
99,44,67,1,89,10,Student5239
42,23,10,13,22,84,Student5240
9,59,3,12,72,12,Student5241
23,41,69,15,1,5,Student5242
59,61,44,26,46,52,Student5243
52,15,29,54,94,78,Student5244
38,29,85,69,72,79,Student5245
82,14,68,53,88,40,Student5246
99,14,14,36,79,83,Student5247
34,83,76,42,69,2,Student5248
40,93,66,96,100,54,Student5249
19,28,92,75,97,15,Student5250
62,81,24,17,78,81,Student5251
6,55,90,9,12,88,Student5252
31,51,43,39,18,38,Student5253
72,75,61,1,0,66,Student5254
90,71,82,41,36,14,Student5255
3,58,42,50,14,13,Student5256
88,44,34,76,39,23,Student5257
55,96,3,39,0,92,Student5258
13,5,31,81,61,19,Student5259
19,33,38,66,22,20,Student5260
18,88,16,22,71,48,Student5261
98,83,34,59,35,75,Student5262
21,39,100,11,62,17,Student5263
65,68,58,64,49,55,Student5264
99,90,88,83,63,67,Student5265
28,16,34,36,10,33,Student5266
38,88,35,98,86,17,Student5267
97,52,62,3,9,46,Student5268
14,28,68,52,78,46,Student5269
33,44,14,83,47,36,Student5270
12,11,16,9,69,56,Student5271
36,95,88,43,0,71,Student5272
18,52,66,98,83,76,Student5273
59,94,51,71,72,25,Student5274
29,9,91,87,63,79,Student5275
50,35,9,78,56,12,Student5276
40,6,34,7,88,22,Student5277
72,63,43,42,41,56,Student5278
0,58,67,70,13,19,Student5279
22,88,83,15,38,88,Student5280
39,34,17,27,88,87,Student5281
22,66,43,20,90,100,Student5282
15,95,73,27,97,45,Student5283
19,14,59,59,30,86,Student5284
85,2,20,28,69,30,Student5285
10,21,32,89,67,48,Student5286
95,87,85,6,17,10,Student5287
82,43,76,62,58,89,Student5288
14,79,26,91,65,90,Student5289
74,26,53,12,78,73,Student5290
74,33,7,44,36,49,Student5291
53,10,95,68,58,1,Student5292
4,18,96,93,13,19,Student5293
96,10,77,53,54,16,Student5294
18,21,69,28,19,79,Student5295
37,8,16,68,83,46,Student5296
75,53,97,38,54,95,Student5297
95,8,56,18,30,98,Student5298
11,16,63,54,62,100,Student5299
73,47,94,87,43,92,Student5300
59,3,86,52,60,22,Student5301
54,83,66,12,90,71,Student5302
41,65,2,1,29,13,Student5303
60,84,49,37,24,85,Student5304
46,30,26,1,95,98,Student5305
84,77,95,87,35,46,Student5306
88,41,7,38,73,25,Student5307
34,42,87,27,87,21,Student5308
5,51,88,63,82,75,Student5309
60,0,95,71,20,17,Student5310
61,31,14,10,85,48,Student5311
86,83,8,26,86,42,Student5312
14,42,6,42,4,19,Student5313
28,57,33,55,61,63,Student5314
24,81,78,25,70,67,Student5315
71,18,88,45,55,22,Student5316
55,39,73,19,41,63,Student5317
13,40,15,28,45,76,Student5318
72,84,66,34,5,89,Student5319
80,46,30,76,34,43,Student5320
45,40,67,92,84,77,Student5321
11,44,35,6,4,33,Student5322
66,71,22,99,49,19,Student5323
94,85,6,57,29,23,Student5324
66,56,19,75,53,31,Student5325
45,80,51,31,86,99,Student5326
86,7,97,44,86,36,Student5327
70,6,84,31,13,24,Student5328
28,76,37,91,29,84,Student5329
53,31,56,75,62,77,Student5330
55,66,79,93,3,56,Student5331
96,26,27,61,69,61,Student5332
89,39,90,22,82,27,Student5333
84,0,1,2,51,88,Student5334
76,89,56,18,94,25,Student5335
99,13,8,77,49,92,Student5336
72,71,18,79,22,56,Student5337
1,15,45,54,54,58,Student5338
79,80,98,94,33,50,Student5339
72,96,32,13,38,52,Student5340
8,53,100,31,12,22,Student5341
100,45,78,54,40,18,Student5342
29,75,4,36,80,10,Student5343
94,30,84,69,66,86,Student5344
26,23,92,8,64,13,Student5345
88,58,93,91,19,71,Student5346
77,39,98,62,82,59,Student5347
22,12,10,24,78,10,Student5348
95,4,89,23,31,88,Student5349
3,4,31,69,74,96,Student5350
52,37,92,67,87,82,Student5351
83,75,93,45,41,24,Student5352
9,84,88,66,41,68,Student5353
19,3,85,54,70,88,Student5354
69,43,44,77,63,47,Student5355
84,48,12,17,1,21,Student5356
9,27,34,20,46,47,Student5357
81,37,77,32,59,63,Student5358
85,91,71,7,3,85,Student5359
78,40,19,95,92,37,Student5360
43,62,12,14,72,63,Student5361
84,5,23,71,82,49,Student5362
23,29,9,37,87,14,Student5363
32,60,77,13,50,48,Student5364
51,21,30,38,21,5,Student5365
49,12,70,99,34,99,Student5366
98,96,23,29,78,93,Student5367
48,39,92,21,28,67,Student5368
44,7,67,93,96,92,Student5369
81,26,23,36,44,69,Student5370
46,57,37,73,16,64,Student5371
43,6,55,39,74,88,Student5372
58,2,93,12,78,3,Student5373
89,69,54,98,36,66,Student5374
77,53,2,44,5,61,Student5375
42,37,60,50,96,9,Student5376
89,83,25,58,21,38,Student5377
45,44,48,58,28,60,Student5378
73,36,62,47,83,91,Student5379
96,65,28,73,81,47,Student5380
86,37,69,39,65,23,Student5381
3,84,49,23,7,51,Student5382
19,27,74,24,20,12,Student5383
52,26,20,86,28,3,Student5384
79,90,86,95,1,57,Student5385
89,59,26,0,8,58,Student5386
42,57,21,22,83,70,Student5387
33,80,17,18,87,39,Student5388
9,81,94,35,62,74,Student5389
12,32,26,25,29,2,Student5390
12,74,23,17,2,69,Student5391
89,22,45,69,40,81,Student5392
77,44,23,50,82,8,Student5393
53,86,93,66,81,54,Student5394
78,71,78,75,82,48,Student5395
72,38,42,87,72,100,Student5396
93,68,17,90,57,57,Student5397
63,96,95,41,20,10,Student5398
96,24,97,84,8,28,Student5399
4,19,17,16,58,98,Student5400
65,26,83,91,55,76,Student5401
83,50,4,74,82,26,Student5402
59,7,2,10,7,1,Student5403
19,55,95,35,69,43,Student5404
100,21,17,73,79,81,Student5405
54,80,46,8,36,51,Student5406
56,84,99,1,80,57,Student5407
6,29,37,35,94,31,Student5408
86,39,53,58,63,59,Student5409
0,83,43,27,49,53,Student5410
91,48,95,95,1,86,Student5411
2,72,50,17,13,61,Student5412
21,34,88,83,58,67,Student5413
21,26,6,21,8,77,Student5414
11,84,18,32,80,32,Student5415
28,23,38,43,37,77,Student5416
15,66,39,47,25,53,Student5417
74,91,23,53,84,28,Student5418
2,12,41,62,29,79,Student5419
17,81,66,5,65,7,Student5420
43,80,77,48,84,70,Student5421
71,49,29,69,30,89,Student5422
18,80,2,6,55,75,Student5423
73,82,15,46,33,47,Student5424
1,59,54,12,29,73,Student5425
52,86,54,32,54,19,Student5426
60,63,40,22,76,56,Student5427
94,90,1,81,24,84,Student5428
71,81,57,47,0,27,Student5429
82,65,12,32,15,34,Student5430
34,43,49,24,87,16,Student5431
21,100,93,88,17,17,Student5432
95,92,95,6,96,100,Student5433
68,12,32,82,97,12,Student5434
26,18,16,71,16,25,Student5435
61,53,86,6,14,32,Student5436
0,76,55,95,38,41,Student5437
60,85,36,52,47,44,Student5438
88,3,11,21,77,97,Student5439
43,15,92,26,92,37,Student5440
84,90,77,100,36,9,Student5441
74,12,91,36,19,97,Student5442
65,4,80,62,100,37,Student5443
98,35,30,31,6,62,Student5444
59,29,26,47,33,75,Student5445
69,76,59,41,72,8,Student5446
0,88,81,91,66,8,Student5447
92,46,65,23,69,53,Student5448
45,37,80,6,1,90,Student5449
87,96,91,98,21,12,Student5450
92,33,41,75,70,42,Student5451
29,74,77,89,97,53,Student5452
84,80,73,32,9,87,Student5453
78,39,6,37,89,96,Student5454
81,69,45,39,11,76,Student5455
94,54,96,21,83,72,Student5456
30,60,69,95,47,38,Student5457
42,94,73,95,97,6,Student5458
28,56,57,12,100,30,Student5459
78,83,98,21,10,53,Student5460
78,84,100,4,68,39,Student5461
59,97,10,75,67,7,Student5462
36,46,83,7,42,35,Student5463
42,81,79,80,44,99,Student5464
5,13,5,53,6,68,Student5465
42,55,66,24,43,18,Student5466
0,16,5,94,18,55,Student5467
48,98,29,16,12,35,Student5468
49,57,71,47,57,74,Student5469
9,20,59,9,36,9,Student5470
64,51,24,28,76,90,Student5471
5,4,29,16,62,24,Student5472
45,43,54,31,36,44,Student5473
36,1,1,90,32,17,Student5474
31,42,71,28,21,13,Student5475
55,96,18,98,38,42,Student5476
87,30,47,19,60,97,Student5477
88,0,88,15,25,41,Student5478
69,22,59,22,80,14,Student5479
0,95,35,47,0,93,Student5480
56,11,37,28,68,48,Student5481
35,60,88,78,78,78,Student5482
63,58,86,43,96,35,Student5483
79,10,75,58,72,42,Student5484
20,0,34,73,88,90,Student5485
54,56,10,58,46,28,Student5486
47,21,68,29,10,68,Student5487
80,7,1,51,47,19,Student5488
40,42,55,94,18,50,Student5489
28,100,9,16,80,91,Student5490
27,62,97,48,70,61,Student5491
30,85,11,43,88,45,Student5492
94,60,60,38,22,36,Student5493
14,74,59,47,57,39,Student5494
86,9,9,68,21,15,Student5495
69,12,95,67,71,95,Student5496
82,80,84,67,72,0,Student5497
80,39,94,96,63,80,Student5498
99,52,16,74,46,41,Student5499
75,7,94,79,80,45,Student5500
67,94,86,78,86,52,Student5501
14,47,51,92,45,86,Student5502
38,34,13,28,83,22,Student5503
52,32,22,36,75,41,Student5504
20,63,90,7,18,8,Student5505
26,62,25,44,51,54,Student5506
31,54,90,36,69,2,Student5507
35,15,81,69,74,20,Student5508
95,63,97,43,78,13,Student5509
9,94,27,84,93,54,Student5510
22,17,17,2,43,58,Student5511
38,78,26,35,67,6,Student5512
40,33,17,14,91,5,Student5513
69,84,78,68,70,34,Student5514
77,79,72,2,20,94,Student5515
29,52,32,78,13,80,Student5516
4,12,86,30,92,46,Student5517
36,2,83,84,13,4,Student5518
43,17,90,100,20,93,Student5519
44,77,18,52,60,24,Student5520
64,4,11,56,35,13,Student5521
82,7,41,38,53,86,Student5522
59,89,66,47,58,56,Student5523
36,83,67,80,80,90,Student5524
43,28,47,26,41,27,Student5525
87,60,70,20,2,12,Student5526
19,93,18,18,67,94,Student5527
19,66,42,39,45,19,Student5528
39,99,68,42,79,29,Student5529
56,19,17,50,75,70,Student5530
79,24,12,43,72,42,Student5531
77,0,87,39,85,41,Student5532
31,0,34,6,99,87,Student5533
92,34,88,39,1,41,Student5534
12,17,51,57,53,25,Student5535
7,2,100,71,48,44,Student5536
77,24,74,85,75,16,Student5537
68,45,27,91,28,96,Student5538
84,67,40,11,85,26,Student5539
28,10,24,75,69,87,Student5540
37,80,9,57,42,11,Student5541
54,30,72,57,98,14,Student5542
96,55,100,85,60,64,Student5543
83,47,51,85,20,27,Student5544
43,45,28,40,40,53,Student5545
39,15,69,5,12,98,Student5546
1,6,33,41,50,16,Student5547
83,62,62,4,18,31,Student5548
45,34,21,45,76,38,Student5549
81,76,100,82,47,84,Student5550
41,41,79,25,50,50,Student5551
2,95,91,47,26,87,Student5552
30,47,96,64,75,17,Student5553
87,16,90,94,90,33,Student5554
96,99,9,46,91,26,Student5555
88,59,83,42,9,88,Student5556
9,38,56,4,97,7,Student5557
31,95,51,16,3,51,Student5558
95,63,14,75,98,28,Student5559
38,44,49,80,66,51,Student5560
50,28,85,11,7,81,Student5561
100,19,84,85,43,72,Student5562
59,12,82,98,91,60,Student5563
11,43,53,85,20,58,Student5564
78,64,32,36,40,88,Student5565
71,85,9,46,72,86,Student5566
86,87,51,15,96,8,Student5567
57,97,73,73,37,17,Student5568
97,44,67,77,1,1,Student5569
48,90,71,91,54,73,Student5570
1,53,11,58,82,99,Student5571
21,71,19,37,33,32,Student5572
16,74,6,81,49,45,Student5573
12,24,84,44,47,52,Student5574
83,83,51,22,65,37,Student5575
38,52,69,30,43,79,Student5576
92,98,20,74,10,1,Student5577
23,21,16,84,51,0,Student5578
39,69,20,3,18,34,Student5579
64,89,3,89,9,36,Student5580
67,50,18,75,19,57,Student5581
33,73,15,57,36,11,Student5582
48,42,38,87,67,44,Student5583
20,27,21,76,67,46,Student5584
88,19,39,40,27,83,Student5585
9,79,32,2,83,84,Student5586
87,45,3,95,10,95,Student5587
50,72,55,66,59,96,Student5588
88,93,42,16,35,75,Student5589
91,20,36,39,89,68,Student5590
34,53,96,41,91,47,Student5591
85,20,44,68,78,87,Student5592
46,16,97,96,38,99,Student5593
30,58,42,92,19,4,Student5594
18,18,36,44,39,72,Student5595
12,94,49,14,12,46,Student5596
51,22,49,18,95,68,Student5597
68,58,60,15,87,15,Student5598
33,68,99,44,6,71,Student5599
69,89,80,56,10,65,Student5600
54,46,5,79,5,93,Student5601
70,63,5,0,15,2,Student5602
19,8,87,74,93,88,Student5603
63,64,66,82,93,20,Student5604
1,53,71,86,34,53,Student5605
66,1,63,18,24,60,Student5606
67,82,8,3,32,37,Student5607
82,76,3,81,1,34,Student5608
49,61,77,24,26,18,Student5609
3,0,94,44,100,97,Student5610
2,10,88,89,42,17,Student5611
41,89,97,99,36,28,Student5612
86,78,56,62,53,20,Student5613
31,96,12,15,9,22,Student5614
43,9,2,60,89,25,Student5615
15,60,13,56,55,37,Student5616
68,96,63,51,55,79,Student5617
75,24,31,54,14,51,Student5618
56,75,7,23,1,65,Student5619
17,69,78,95,86,15,Student5620
23,43,81,94,99,30,Student5621
26,70,61,83,40,23,Student5622
21,25,7,28,36,14,Student5623
64,100,23,93,97,97,Student5624
1,44,80,3,76,81,Student5625
38,53,8,9,14,91,Student5626
69,57,75,65,86,26,Student5627
38,40,86,74,11,91,Student5628
97,2,70,90,14,81,Student5629
8,14,62,74,44,25,Student5630
48,82,8,1,81,64,Student5631
70,68,20,98,54,14,Student5632
50,81,13,58,6,44,Student5633
81,17,24,60,71,61,Student5634
2,79,82,59,18,23,Student5635
80,12,1,42,21,72,Student5636
92,46,26,39,45,27,Student5637
86,80,66,27,35,46,Student5638
55,11,9,67,2,54,Student5639
8,21,27,30,82,41,Student5640
5,57,78,15,67,32,Student5641
74,30,37,29,1,63,Student5642
25,58,80,2,83,1,Student5643
93,91,46,85,92,42,Student5644
84,88,38,3,61,91,Student5645
69,73,67,38,42,65,Student5646
16,18,45,80,85,78,Student5647
69,52,96,97,41,76,Student5648
17,5,23,1,60,73,Student5649
7,79,46,75,44,58,Student5650
99,54,98,50,67,80,Student5651
72,83,12,72,7,56,Student5652
23,37,24,86,38,68,Student5653
40,89,19,61,52,42,Student5654
39,27,45,1,11,33,Student5655
49,21,13,23,44,84,Student5656
83,38,50,62,11,58,Student5657
50,11,97,34,2,86,Student5658
75,34,35,26,91,81,Student5659
29,36,4,85,8,71,Student5660
19,56,62,94,65,66,Student5661
18,46,31,97,51,91,Student5662
11,46,30,85,12,28,Student5663
13,15,65,39,15,81,Student5664
76,70,4,8,47,46,Student5665
71,51,27,98,4,23,Student5666
25,66,44,42,3,21,Student5667
26,3,24,3,38,82,Student5668
48,9,43,63,90,55,Student5669
57,57,28,61,74,69,Student5670
71,5,75,57,0,5,Student5671
66,73,6,8,6,61,Student5672
4,70,36,54,2,91,Student5673
91,33,29,66,47,11,Student5674
22,37,71,57,4,39,Student5675
89,59,9,36,77,92,Student5676
29,55,22,45,4,52,Student5677
57,43,70,67,41,14,Student5678
51,29,53,28,1,38,Student5679
78,40,78,6,69,36,Student5680
90,75,31,48,3,72,Student5681
56,85,51,40,88,80,Student5682
9,0,82,67,90,90,Student5683
89,39,21,89,90,91,Student5684
28,72,72,98,25,69,Student5685
46,61,31,55,91,77,Student5686
36,69,52,52,36,80,Student5687
58,19,10,29,83,93,Student5688
97,18,24,84,13,5,Student5689
71,68,86,68,100,93,Student5690
93,67,22,44,26,26,Student5691
18,83,77,5,78,57,Student5692
32,96,90,44,9,18,Student5693
24,53,73,94,95,85,Student5694
32,15,24,80,80,94,Student5695
37,71,62,7,65,83,Student5696
95,26,15,40,88,59,Student5697
90,95,75,22,87,86,Student5698
88,23,56,52,0,54,Student5699
61,62,97,58,4,47,Student5700
22,18,75,37,72,100,Student5701
31,68,78,17,89,43,Student5702
67,4,28,17,53,40,Student5703
30,39,86,74,20,6,Student5704
43,13,11,40,98,88,Student5705
3,13,48,10,77,41,Student5706
73,99,84,73,80,95,Student5707
59,76,63,80,21,59,Student5708
2,87,72,21,94,62,Student5709
24,70,71,91,19,50,Student5710
33,86,87,50,67,1,Student5711
79,75,70,96,19,46,Student5712
63,55,42,98,60,18,Student5713
71,94,11,5,78,5,Student5714
19,75,31,15,44,28,Student5715
56,37,41,78,65,9,Student5716
90,56,3,55,93,58,Student5717
72,40,29,18,26,87,Student5718
26,98,79,64,88,59,Student5719
22,70,65,92,1,0,Student5720
36,90,20,86,95,36,Student5721
23,84,48,30,32,20,Student5722
56,31,41,26,79,43,Student5723
3,66,4,83,76,19,Student5724
66,28,14,54,72,36,Student5725
99,11,100,15,78,13,Student5726
78,74,54,12,77,9,Student5727
11,67,66,44,74,92,Student5728
0,38,74,38,52,24,Student5729
75,12,14,14,22,52,Student5730
87,80,53,52,36,0,Student5731
23,89,7,100,97,10,Student5732
51,53,95,49,74,28,Student5733
11,26,100,64,93,36,Student5734
13,80,26,84,22,6,Student5735
97,43,32,86,7,72,Student5736
9,30,50,78,31,90,Student5737
26,31,24,65,71,98,Student5738
19,60,99,61,53,38,Student5739
65,83,26,33,67,31,Student5740
20,88,3,67,92,93,Student5741
89,91,34,98,57,88,Student5742
63,1,3,63,21,80,Student5743
37,4,33,71,65,63,Student5744
39,72,46,85,10,30,Student5745
87,68,95,17,30,16,Student5746
48,51,58,31,25,85,Student5747
98,71,56,77,47,22,Student5748
63,24,79,87,4,63,Student5749
45,79,47,84,48,46,Student5750
98,60,14,1,68,43,Student5751
22,47,5,2,7,89,Student5752
69,71,15,57,27,33,Student5753
57,65,95,49,65,58,Student5754
52,100,80,60,77,68,Student5755
96,57,53,9,93,33,Student5756
9,31,77,26,94,70,Student5757
64,29,23,66,20,66,Student5758
62,54,86,3,70,52,Student5759
9,77,4,65,9,73,Student5760
73,25,77,63,64,11,Student5761
14,48,72,94,26,76,Student5762
99,29,82,69,15,89,Student5763
96,66,8,15,34,10,Student5764
16,61,45,2,64,61,Student5765
96,68,64,23,57,22,Student5766
59,34,26,72,26,20,Student5767
40,33,23,7,72,39,Student5768
94,51,65,59,78,58,Student5769
22,13,64,34,52,34,Student5770
86,16,51,42,83,59,Student5771
18,47,15,61,33,13,Student5772
75,52,20,3,32,45,Student5773
49,6,13,90,3,53,Student5774
57,73,42,54,43,36,Student5775
80,49,17,16,99,53,Student5776
2,80,98,46,56,79,Student5777
13,12,5,94,94,60,Student5778
96,61,3,88,11,99,Student5779
36,74,10,20,50,21,Student5780
95,49,75,4,99,74,Student5781
82,54,93,54,35,57,Student5782
29,57,38,53,19,13,Student5783
41,63,38,1,28,97,Student5784
19,65,79,36,48,23,Student5785
82,11,81,56,45,25,Student5786
76,23,61,64,64,52,Student5787
14,81,19,8,40,58,Student5788
9,90,99,68,12,58,Student5789
50,73,63,8,52,1,Student5790
89,96,56,34,18,80,Student5791
30,61,84,100,32,33,Student5792
7,86,95,3,53,94,Student5793
21,86,99,95,98,57,Student5794
99,21,76,58,57,86,Student5795
72,30,16,86,19,97,Student5796
52,71,74,36,31,79,Student5797
79,24,76,98,14,31,Student5798
8,29,24,80,87,67,Student5799
4,12,87,25,84,63,Student5800
12,84,62,42,97,8,Student5801
61,31,16,87,35,100,Student5802
28,96,68,37,77,49,Student5803
35,79,49,19,45,11,Student5804
70,36,45,33,41,1,Student5805
42,71,83,35,47,1,Student5806
34,57,76,89,27,100,Student5807
1,57,1,75,20,66,Student5808
32,53,45,70,44,56,Student5809
5,44,66,79,66,65,Student5810
21,32,18,1,73,85,Student5811
36,19,100,87,34,35,Student5812
59,43,68,77,84,36,Student5813
68,80,1,34,99,2,Student5814
99,58,54,29,54,65,Student5815
56,85,49,83,31,6,Student5816
3,36,61,10,62,26,Student5817
90,53,61,98,53,62,Student5818
25,92,66,34,72,25,Student5819
10,97,72,68,89,45,Student5820
83,5,72,90,90,71,Student5821
24,8,66,76,32,89,Student5822
83,32,25,75,34,16,Student5823
5,95,32,33,5,10,Student5824
19,53,89,92,62,58,Student5825
5,70,46,31,35,31,Student5826
91,56,44,67,85,70,Student5827
18,84,70,60,93,10,Student5828
6,2,15,79,33,84,Student5829
54,76,31,93,13,43,Student5830
34,0,14,75,55,46,Student5831
89,70,38,95,97,26,Student5832
88,55,65,78,15,16,Student5833
41,0,0,66,29,92,Student5834
25,75,19,70,9,11,Student5835
11,22,76,97,76,14,Student5836
92,14,70,26,76,99,Student5837
94,55,64,54,8,19,Student5838
24,97,78,8,11,5,Student5839
100,22,74,88,1,43,Student5840
31,37,77,93,72,25,Student5841
71,7,36,71,56,4,Student5842
25,82,93,0,50,31,Student5843
88,73,39,55,27,12,Student5844
85,85,0,13,8,71,Student5845
74,65,28,58,69,82,Student5846
78,90,23,92,33,90,Student5847
42,34,69,16,1,25,Student5848
76,15,31,70,96,81,Student5849
56,21,85,11,6,63,Student5850
36,74,84,71,5,0,Student5851
21,71,64,63,31,47,Student5852
34,43,58,51,16,95,Student5853
